x,y,shape
-0.8037392649314505,-0.8530526090979351,1
0.8528507281487729,0.3676184369996059,1
0.9271795061056534,-0.27490243756622473,1
-0.7526260566263646,-0.511565170496435,1
0.7068462242948815,0.8106791969349201,1
1.0346985222526954,0.3946550231668061,1
-0.4758451976999567,0.9897608052491426,1
-0.4603015669671514,-0.858997792847955,1
-0.6803015449553551,-0.6614948132135297,1
-1.0319692998897811,-0.021993544664472783,1
-0.24249837223970416,-1.0503327555845194,1
-0.8922583642696243,-0.3391692332153857,1
-0.8020344035207551,-0.77416776747668,1
-0.0471955691399568,-1.0161379858475474,1
1.1947042666176362,-0.2690024609873289,1
-0.2214873901757052,-0.9191318958916752,1
-0.4104753200134161,0.9644790047943876,1
-0.838935270223631,-0.40797903502344335,1
-0.8891475108052228,0.6140161081667309,1
0.9055641272606018,0.1845683965479906,1
-0.005794851561314872,-0.8844307094197479,1
-0.7038103949655755,0.5474924923489703,1
-1.070815706178142,-0.15898274661217776,1
1.0072376187923051,0.385175352050115,1
-0.584861589344916,0.7001177056148352,1
-0.8811401526282232,-0.011888759385060815,1
0.3269950429615886,0.9989085561223348,1
-1.047621137664612,0.11854357306077548,1
-0.11996048946103875,-1.0354107266343944,1
-0.7855329356894621,0.7134184692477883,1
0.6462687840334399,-0.6435521607113924,1
-0.22493936970544887,-0.8832757178068656,1
-0.7192977459483437,-1.0133377180508023,1
-0.4954981586320311,-0.9193024001009618,1
-0.8655543338763422,-0.2556828217077825,1
-0.4802757604870437,0.7344258721568331,1
-0.5749240989766965,0.6409877387164752,1
-0.8595798498985887,0.4944323393226214,1
-0.28265519916827364,-0.863595305793604,1
-1.0065002335949174,-0.021416724179164837,1
0.7851123760707479,0.3127748051685089,1
-0.9788867704819076,-0.09269208739225476,1
-1.0229994600598684,0.3241227678284404,1
-0.2441251431724373,-0.976346931712131,1
-0.6380824608244486,-0.7624344769650521,1
-0.7048956347885478,0.6895725429222409,1
-0.9684060557140756,0.2980193525267316,1
-1.086022645655931,-0.2894356630477357,1
-0.7598403222247876,0.5914534242967799,1
-0.4171353939260106,0.9311215210987108,1
-0.9946155808690194,0.3654142020125189,1
-0.3354608206215379,0.9104856562753862,1
-0.7817876668413662,0.7888501983074505,1
-0.7881950337818848,-0.3828975307236476,1
-0.2967232914560353,1.0627190256295362,1
0.603422610800918,-0.8332913445710316,1
0.7617334767904221,-0.6464709233372187,1
-0.5748947619473357,-0.7834495749622271,1
0.8921440895517716,-0.21673765612680201,1
-0.5006689273962444,0.8634064586497676,1
0.9350758074473382,0.09825036596730274,1
1.0044587850851587,-0.1575334229853749,1
-0.19966962714943748,1.0592972469385415,1
-0.7880294570989079,0.5490921690636382,1
-0.015334818227242081,-0.9080542850926108,1
0.924897158747716,-0.488598758672284,1
-0.4816275221806261,-0.9187482433642804,1
0.7270509314315061,-0.7158471734395321,1
0.6369640497499164,-0.6823743934493648,1
0.9004933552161771,-0.6167030599333532,1
0.0008941856739653364,0.836135739105192,1
-0.5425222885330996,0.8758907112512839,1
-0.8221796752272588,0.6428272922228514,1
0.7790528257946063,-0.6497653994002496,1
0.8479763254389721,0.06649989380643638,1
-0.19800828325692585,0.9679882416198466,1
-0.9154735346161288,-0.10984768772629476,1
-0.4438520716195927,0.7397405019721928,1
0.3276746877842673,1.1273213900732535,1
-0.31608093820813743,-1.1264365624859465,1
-0.28059201780699755,-1.08055137868903,1
-0.2390449815685359,0.9000869511442259,1
-0.667160482091963,-0.9279020462251866,1
-0.28813077504570106,1.0723974442798,1
1.1435174071799488,0.3681945430701764,1
0.3061017371087675,1.1141219580399646,1
0.014524583251513097,-1.0411913338468095,1
-0.3498020824798893,-0.8933187371699145,1
-0.16979329226939313,1.073745447853502,1
-0.5190390469441566,0.9201127793023466,1
-0.14867444232045102,1.0540157364406642,1
0.2823286547445319,-0.9685972880952858,1
0.6789382055464233,0.679054894442866,1
0.5614207516545827,-0.8378359807713662,1
-0.44490253891206494,-0.9313836298302254,1
1.0773084823916663,-0.18590320336029595,1
-0.4430267051856287,1.0485226654387498,1
0.8595534265667079,0.42933089337203,1
0.9484301884442152,0.6246602863356786,1
0.8510002863211323,0.683223795657274,1
0.10055682386842603,1.0267912357181088,1
-0.4040630463574251,-0.8956770240093412,1
-0.056155579938554745,1.1930263113322197,1
-0.9183029749469968,-0.16788940006316558,1
-0.4646840915924272,0.8584796759237123,1
0.6557873592401139,-0.8143895531674559,1
-0.4593837951620732,-0.7955227794109607,1
0.3257647090881113,0.7271565426139865,1
0.6990588975598436,0.6970871732683964,1
-0.9833936306822072,-0.3162930392947901,1
-0.16238797242214945,-1.0070958814479358,1
-0.7227553925912354,-0.7857750980495175,1
-0.9326558822481312,-0.21055680492733453,1
0.5937868370071635,0.8086133177342243,1
-0.013153580099094328,-0.9978199404663736,1
0.6575612700789685,-0.7728876232202163,1
-0.2305370035209682,-1.1948871106304553,1
0.14778654945424086,0.9050773314260504,1
0.8093646623617551,0.5477692332729149,1
-0.009407735321053316,0.9926825675648308,1
-0.183158587462188,0.9307236852640758,1
-1.0247988944185815,-0.1478061169916308,1
0.8839793040548749,0.44253917543922,1
1.0222498772113258,0.0716783285836294,1
0.8702431104821238,-0.2650924546035773,1
0.15071369491689451,-0.8998206500876426,1
-0.858463241202387,-0.40167813697186894,1
-0.9202555177712218,0.11343846678741122,1
-1.1317998325890308,-0.04553197658357703,1
0.6710755374525175,0.7883557228511546,1
0.9620106095594516,0.2536763158977556,1
0.4293570226195708,0.9774554158190446,1
-1.0267944928321744,-0.0990966219886329,1
0.2752028311723872,0.8629201702929309,1
-0.8893997833282644,0.2589128712643165,1
-0.2465331734408277,-0.8259404421835932,1
-0.87508921730404,-0.6835459539307069,1
-0.7620165287363427,0.26947162095020005,1
1.0628887952429864,-0.4225790951382313,1
-1.0136743519961315,0.6079143955592851,1
-0.3942423921297649,0.8062671258375196,1
0.5577935121692381,0.6894171746773196,1
0.7090191610200038,-0.7834247468824728,1
-1.1022253998751057,-0.19567527678376725,1
0.6333102761383426,-0.8983686473918463,1
0.2990275725057387,-0.9016478006489388,1
0.700982846252247,-0.6587570921080783,1
0.7034446461927251,0.4444847932666954,1
0.3682010858438294,0.8052400332822619,1
0.4681268119222206,0.9114123097649384,1
-0.33659078940464593,-0.9455572688424428,1
0.10717084029153072,-0.9891408699237064,1
